,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
1961,1.2,3.0,2.0,2,low floor,Moderately Old,sector 31,flat,1150.0,0,0,furnished,semi_luxrious
1962,0.96,2.0,2.0,3,mid floor,Relatively New,sohna road,flat,849.0,0,0,unfurnished,normal
1963,2.8,3.0,3.0,2,high floor,New Property,sector 66,flat,1600.0,1,1,furnished,semi_luxrious
1964,0.28,2.0,2.0,2,high floor,New Property,sohna road,flat,520.0,0,0,unfurnished,low
1965,2.03,3.0,3.0,2,low floor,New Property,sector 102,flat,1027.629533,0,0,unfurnished,semi_luxrious
1966,0.3,2.0,1.0,0,high floor,New Property,sector 99,flat,450.0,0,0,unfurnished,low
1967,0.75,3.0,3.0,3,mid floor,Old Property,sector 9,flat,1290.0,0,1,unfurnished,normal
1968,1.7,4.0,3.0,3,low floor,Relatively New,sector 70,flat,1900.0,0,0,semifurnished,normal
1969,3.1,2.0,2.0,3,mid floor,Relatively New,sector 112,flat,1500.0,1,0,semifurnished,semi_luxrious
1970,0.4,2.0,2.0,2,mid floor,New Property,sector 99,flat,587.0,0,0,unfurnished,semi_luxrious
1971,1.3,2.0,2.0,2,mid floor,Under Construction,sector 3,flat,1444.0,0,0,unfurnished,normal
1972,0.26,2.0,2.0,2,mid floor,New Property,sohna road,flat,576.0,0,0,unfurnished,semi_luxrious
1973,0.24,2.0,2.0,1,high floor,Relatively New,sohna road,flat,456.0,0,0,unfurnished,normal
1974,0.56,2.0,2.0,1,mid floor,New Property,sector 67,flat,800.0,0,0,unfurnished,semi_luxrious
1975,5.5,4.0,5.0,3+,low floor,Relatively New,sector 31,flat,2354.4,1,1,unfurnished,semi_luxrious
1976,1.8,4.0,4.0,3+,mid floor,Moderately Old,sector 91,flat,2344.0,1,1,unfurnished,semi_luxrious
1977,0.96,2.0,2.0,1,low floor,Relatively New,sector 111,flat,1182.4,0,0,unfurnished,normal
1978,0.79,3.0,2.0,2,low floor,Relatively New,sector 109,flat,996.0,0,0,semifurnished,normal
1979,0.6,3.0,2.0,1,low floor,New Property,lajpat nagar,flat,900.0,0,0,unfurnished,low
1980,0.42,2.0,2.0,2,low floor,New Property,sohna road,flat,498.4,0,0,unfurnished,semi_luxrious
1981,3.35,3.0,3.0,3+,low floor,New Property,sector 63,flat,1627.2,0,0,semifurnished,low
1982,5.0,3.0,4.0,3,high floor,Moderately Old,sector 48,flat,4300.0,0,0,unfurnished,semi_luxrious
1983,1.0,3.0,2.0,2,low floor,Moderately Old,sector 70,flat,970.0,0,0,unfurnished,semi_luxrious
1984,2.75,3.0,4.0,3+,low floor,Moderately Old,sector 48,flat,2557.0,0,0,unfurnished,normal
1985,2.4,2.0,2.0,2,high floor,New Property,sector 108,flat,1104.8,0,0,semifurnished,luxrious
1986,3.15,3.0,3.0,3,low floor,Relatively New,sector 63,flat,200.0,0,0,unfurnished,normal
1987,0.95,2.0,2.0,3+,low floor,New Property,sohna road,flat,834.9557229999999,0,0,unfurnished,semi_luxrious
1988,1.4,3.0,2.0,3+,high floor,New Property,sector 33,flat,145.0,0,0,unfurnished,semi_luxrious
1989,2.15,3.0,3.0,3+,low floor,New Property,sector 33,flat,1272.0,0,0,unfurnished,normal
1990,1.8,3.0,3.0,3+,groundfloor,Relatively New,sector 91,flat,2320.0,0,1,furnished,normal
1991,0.31,2.0,2.0,2,mid floor,New Property,sector 99,flat,525.0,0,0,unfurnished,semi_luxrious
1992,1.07,3.0,3.0,2,low floor,Relatively New,sector 37,flat,1305.0,0,0,unfurnished,semi_luxrious
1993,0.7,2.0,2.0,2,high floor,Relatively New,sector 108,flat,1505.053,0,0,unfurnished,low
1994,1.1,3.0,2.0,3,high floor,Relatively New,sohna road,flat,1165.6,0,0,unfurnished,normal
1995,1.05,2.0,2.0,2,low floor,Moderately Old,sector 50,flat,988.0,0,0,unfurnished,normal
1996,0.25,2.0,2.0,1,high floor,Relatively New,sohna road,flat,581.0,0,0,semifurnished,semi_luxrious
1997,0.42,2.0,2.0,2,low floor,Relatively New,sector 89,flat,680.0,0,0,unfurnished,low
1998,2.1,2.0,2.0,2,low floor,Relatively New,sector 63,flat,1260.0,0,0,unfurnished,normal
1999,0.19,1.0,1.0,1,high floor,Relatively New,sector 95,flat,3212.0,0,0,unfurnished,normal
2000,2.1,4.0,4.0,3,low floor,Relatively New,sector 51,flat,2300.11,0,0,unfurnished,semi_luxrious
2001,1.44,4.0,4.0,3,mid floor,Relatively New,sector 92,flat,2040.0,0,0,unfurnished,normal
2002,0.71,3.0,3.0,2,mid floor,Relatively New,sector 92,flat,1436.0,0,0,unfurnished,normal
2003,0.21,1.0,1.0,1,low floor,Relatively New,sohna road,flat,394.0,0,0,unfurnished,low
2004,2.5,3.0,3.0,3,high floor,Relatively New,sector 102,flat,1461.6,0,0,unfurnished,luxrious
2005,0.42,2.0,2.0,2,high floor,New Property,sector 95,flat,569.0,0,0,semifurnished,semi_luxrious
2006,0.56,3.0,1.0,3,low floor,Moderately Old,sector 92,flat,1184.0,0,0,semifurnished,semi_luxrious
2007,0.35,2.0,2.0,2,mid floor,Relatively New,sector 2,flat,600.0,0,0,unfurnished,normal
2008,0.9,3.0,3.0,3,low floor,Old Property,sector 1,flat,2070.4,1,0,furnished,low
2009,1.35,3.0,3.0,3+,mid floor,Old Property,sector 81,flat,1790.0,0,0,unfurnished,luxrious
2010,2.0,3.0,3.0,3,high floor,New Property,sector 113,flat,1350.0,0,0,unfurnished,semi_luxrious
2011,0.6,2.0,1.0,1,high floor,Relatively New,sector 69,flat,526.0,0,0,unfurnished,low
2012,1.0,2.0,2.0,2,groundfloor,Relatively New,sector 108,flat,1890.0,0,0,unfurnished,low
2013,0.87,4.0,4.0,2,low floor,Moderately Old,sector 92,flat,1400.0,0,0,furnished,luxrious
2014,1.3,2.0,2.0,3,high floor,Moderately Old,sector 70,flat,1420.0,0,0,semifurnished,normal
2015,0.48,2.0,2.0,2,mid floor,Relatively New,sector 95,flat,670.0,0,0,unfurnished,low
2016,0.94,2.0,2.0,3+,low floor,Moderately Old,sector 107,flat,1092.8,0,0,unfurnished,luxrious
2017,0.75,2.0,2.0,2,low floor,Under Construction,sector 69,flat,876.0,0,0,unfurnished,low
2018,0.65,2.0,2.0,1,mid floor,Relatively New,sector 71,flat,639.0,0,0,semifurnished,low
2019,1.7,3.0,3.0,3+,mid floor,New Property,sector 33,flat,1590.0,0,0,semifurnished,normal
2020,0.48,3.0,2.0,1,low floor,New Property,sector 7,flat,800.0,0,0,unfurnished,low
2021,0.55,2.0,2.0,1,low floor,Moderately Old,sector 23,flat,880.0,0,0,semifurnished,low
2022,0.7,1.0,1.0,0,mid floor,Relatively New,sector 63,flat,350.0,0,0,unfurnished,low
2023,1.55,2.0,2.0,2,low floor,Under Construction,sector 63,flat,1050.0,0,0,unfurnished,low
2024,0.3,1.0,1.0,2,groundfloor,Old Property,sector 51,flat,410.0,0,0,unfurnished,low
2025,0.87,2.0,2.0,2,low floor,Moderately Old,sector 83,flat,996.0,0,0,unfurnished,normal
2026,1.0,2.0,2.0,2,high floor,New Property,sector 73,flat,1300.0,0,0,unfurnished,low
2027,1.3,2.0,2.0,2,low floor,Relatively New,sector 67,flat,1295.982,0,0,unfurnished,normal
2028,1.85,3.0,3.0,3+,high floor,New Property,sector 89,flat,1720.0,1,0,unfurnished,normal
2029,1.75,3.0,5.0,0,groundfloor,Relatively New,sector 70,flat,1950.078,0,0,unfurnished,normal
2030,4.8,3.0,4.0,3+,high floor,New Property,sector 53,flat,3269.755,0,0,unfurnished,semi_luxrious
2031,1.3,3.0,2.0,3+,high floor,New Property,sector 33,flat,1245.6,0,0,unfurnished,normal
2032,0.9,3.0,3.0,3,mid floor,Relatively New,sector 37,flat,1100.0,0,0,unfurnished,semi_luxrious
2033,5.8,4.0,4.0,3+,high floor,Moderately Old,sector 43,flat,2800.985,0,0,unfurnished,low
2034,1.4,2.0,2.0,2,high floor,Relatively New,sector 70,flat,800.0,0,0,unfurnished,low
2035,0.95,2.0,2.0,0,mid floor,Moderately Old,sector 71,flat,1199.949,0,0,unfurnished,low
2036,1.35,3.0,2.0,3+,high floor,New Property,sector 33,flat,1245.6,0,0,unfurnished,normal
2037,0.95,3.0,2.0,1,mid floor,New Property,sector 86,flat,1690.0,0,0,unfurnished,low
2038,0.7,2.0,2.0,3,mid floor,New Property,sector 90,flat,1081.6,0,0,unfurnished,normal
2039,3.0,4.0,5.0,3+,low floor,Relatively New,sector 108,flat,1631.053767,1,0,furnished,luxrious
2040,0.2,1.0,1.0,1,low floor,New Property,sohna road,flat,474.046,0,0,unfurnished,semi_luxrious
2041,0.5,2.0,2.0,3,low floor,Moderately Old,sector 92,flat,800.0,0,0,unfurnished,normal
2042,2.0,3.0,3.0,2,high floor,Under Construction,sector 113,flat,1332.0,0,0,unfurnished,normal
2043,1.7,3.0,3.0,3+,mid floor,Under Construction,sector 89,flat,1750.0,0,0,unfurnished,semi_luxrious
2044,0.65,2.0,2.0,2,mid floor,Relatively New,sector 36,flat,580.8000000000001,0,0,unfurnished,semi_luxrious
2045,7.52,4.0,4.0,3,high floor,Relatively New,sector 63,flat,2200.0,0,0,unfurnished,semi_luxrious
2046,2.87,4.0,4.0,3+,low floor,Under Construction,sector 113,flat,2298.0,1,0,unfurnished,semi_luxrious
2047,1.2,2.0,2.0,3,low floor,New Property,sector 33,flat,77.53,0,0,unfurnished,semi_luxrious
2048,0.6,2.0,1.0,1,high floor,Relatively New,sector 69,flat,600.0,0,0,unfurnished,low
2049,1.8,3.0,5.0,3,groundfloor,New Property,sector 70,flat,1950.0,0,0,unfurnished,semi_luxrious
2050,0.48,2.0,2.0,1,high floor,Relatively New,sector 81,flat,498.0,0,0,semifurnished,low
2051,4.3,3.0,4.0,3,mid floor,Old Property,sector 28,flat,2769.5945256,1,0,unfurnished,low
2052,0.9,2.0,2.0,2,low floor,New Property,sector 89,flat,882.4000000000001,0,0,unfurnished,semi_luxrious
2053,2.75,3.0,3.0,3+,high floor,Relatively New,sector 70,flat,2149.949,0,0,unfurnished,low
2054,1.2,3.0,3.0,3+,low floor,Relatively New,sector 70,flat,1360.0,0,0,furnished,normal
2055,0.46,1.0,1.0,1,high floor,New Property,sector 106,flat,700.0,0,0,unfurnished,semi_luxrious
2056,1.1,3.0,3.0,2,low floor,Relatively New,sector 37,flat,1295.0,0,0,unfurnished,normal
2057,1.15,2.0,2.0,3,mid floor,New Property,sector 68,flat,996.0,0,0,unfurnished,normal
2058,0.45,1.0,1.0,0,groundfloor,Moderately Old,sector 52,flat,461.77131,0,1,semifurnished,normal
2059,0.45,2.0,2.0,1,mid floor,New Property,sohna road,flat,531.0,0,0,unfurnished,low
2060,0.4,2.0,2.0,0,groundfloor,Relatively New,sector 93,flat,730.06,0,0,unfurnished,low
2061,0.4,2.0,2.0,2,low floor,Relatively New,sohna road,flat,602.0,0,0,unfurnished,low
2062,2.25,2.0,2.0,3,mid floor,Relatively New,sector 65,flat,1433.0,0,0,unfurnished,normal
2063,3.4,3.0,3.0,3+,low floor,New Property,sector 63,flat,2720.0,0,0,unfurnished,semi_luxrious
2064,1.45,4.0,3.0,0,low floor,Relatively New,sector 82,flat,1799.901,0,0,unfurnished,normal
2065,1.2,2.0,3.0,0,groundfloor,Relatively New,sector 69,flat,1100.009,0,0,unfurnished,normal
2066,1.9,2.0,2.0,3,low floor,Under Construction,sector 65,flat,1008.8,0,0,unfurnished,normal
2067,1.65,3.0,3.0,3,high floor,New Property,sector 88,flat,1460.0,0,0,unfurnished,semi_luxrious
2068,2.7,3.0,3.0,3,high floor,New Property,sector 74,flat,1614.4,0,0,unfurnished,semi_luxrious
2069,0.54,2.0,2.0,3,low floor,New Property,sohna road,flat,528.292212,0,0,unfurnished,normal
2070,0.22,1.0,1.0,1,low floor,New Property,sohna road,flat,700.0,0,0,unfurnished,semi_luxrious
2071,0.29,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,480.500496,0,0,unfurnished,normal
2072,0.33,2.0,2.0,0,high floor,Relatively New,sector 11,flat,772.653,0,0,unfurnished,low
2073,0.2,1.0,1.0,1,low floor,Relatively New,sector 104,flat,300.978,0,0,unfurnished,semi_luxrious
2074,1.57,3.0,3.0,3,low floor,Relatively New,sector 103,flat,1350.0,0,0,unfurnished,low
2075,0.8,2.0,2.0,2,low floor,Relatively New,sector 37,flat,760.0,0,0,unfurnished,normal
2076,1.35,3.0,3.0,3+,low floor,Relatively New,sector 37,flat,1440.0,0,1,unfurnished,normal
2077,2.0,4.0,4.0,1,high floor,Relatively New,sector 69,flat,1967.0,0,0,unfurnished,semi_luxrious
2078,0.87,3.0,2.0,3,low floor,Relatively New,sohna road,flat,870.0,0,0,unfurnished,semi_luxrious
2079,0.78,2.0,2.0,2,low floor,Relatively New,sohna road,flat,1011.2,0,0,unfurnished,semi_luxrious
2080,0.95,2.0,2.0,2,mid floor,Moderately Old,sector 71,flat,958.4,0,0,semifurnished,luxrious
2081,1.1,3.0,2.0,3,groundfloor,Relatively New,sector 92,flat,1850.0,0,0,unfurnished,low
2082,3.3,3.0,3.0,3,low floor,Relatively New,sector 63,flat,1200.0,1,0,unfurnished,normal
2083,0.3,1.0,1.0,0,groundfloor,Moderately Old,sector 51,flat,72.0,0,0,unfurnished,low
2084,2.96,4.0,4.0,3,low floor,New Property,sector 33,flat,2134.0,1,0,semifurnished,low
2085,0.79,3.0,2.0,2,high floor,New Property,sector 92,flat,1038.4,0,0,unfurnished,low
2086,0.79,3.0,2.0,2,high floor,New Property,sector 92,flat,1038.4,0,0,unfurnished,low
2087,1.7,3.0,3.0,3+,mid floor,New Property,sector 33,flat,1350.0,1,0,unfurnished,normal
2088,1.4,3.0,3.0,3+,low floor,Relatively New,sector 88,flat,1480.0,0,0,semifurnished,normal
2089,0.58,3.0,3.0,3,low floor,New Property,sector 92,flat,1132.0,0,0,unfurnished,normal
2090,2.5,3.0,4.0,3+,low floor,Relatively New,sector 32,flat,1162.0,0,0,unfurnished,low
2091,2.55,4.0,5.0,2,low floor,New Property,sector 79,flat,2675.199,1,0,unfurnished,normal
2092,1.9,3.0,3.0,3,high floor,Relatively New,sector 104,flat,1082.0,0,1,semifurnished,semi_luxrious
2093,1.25,2.0,2.0,3,low floor,New Property,sector 68,flat,694.0,0,0,unfurnished,normal
2094,1.65,3.0,3.0,3+,high floor,Relatively New,sector 103,flat,1400.0,0,0,unfurnished,normal
2095,0.75,3.0,3.0,3,low floor,Relatively New,sector 92,flat,1350.0,0,0,semifurnished,normal
2096,1.6,4.0,6.0,3+,low floor,Relatively New,sector 1,flat,2350.0,1,1,unfurnished,normal
2097,1.15,2.0,2.0,3,groundfloor,Relatively New,sector 107,flat,1056.0,0,0,unfurnished,low
2098,1.4,3.0,2.0,2,low floor,Relatively New,sector 104,flat,884.577302,0,0,unfurnished,normal
2099,1.28,3.0,3.0,3,low floor,Moderately Old,sector 81,flat,1784.0,1,1,semifurnished,normal
2100,0.75,3.0,2.0,3+,low floor,New Property,sohna road,flat,1081.0,0,0,unfurnished,semi_luxrious
2101,1.0,2.0,2.0,2,low floor,New Property,sector 2,flat,750.0,0,0,semifurnished,low
2102,0.4,2.0,2.0,3,low floor,New Property,sector 95,flat,594.490197,0,0,unfurnished,low
2103,1.75,3.0,4.0,2,high floor,Relatively New,sector 70,flat,1950.078,1,1,unfurnished,normal
2104,2.1,2.0,2.0,3,mid floor,New Property,sector 65,flat,800.0,0,0,unfurnished,normal
2105,2.5,3.0,3.0,1,low floor,New Property,sector 61,flat,1549.043,0,0,unfurnished,semi_luxrious
2106,2.3,6.0,4.0,2,mid floor,Moderately Old,sector 10,flat,3556.0,0,0,unfurnished,low
2107,1.8,3.0,4.0,0,mid floor,Relatively New,sector 83,flat,1899.937,0,0,unfurnished,normal
2108,2.0,3.0,3.0,2,low floor,New Property,sector 61,flat,1549.0,0,0,unfurnished,semi_luxrious
2109,1.0,2.0,2.0,3,low floor,Relatively New,sector 79,flat,1530.0,0,0,unfurnished,low
2110,0.9,3.0,3.0,3,mid floor,Relatively New,sector 85,flat,1269.6,0,0,unfurnished,normal
2111,8.0,5.0,5.0,3+,low floor,Old Property,sector 25,flat,5200.0,1,1,furnished,low
2112,0.95,2.0,2.0,1,high floor,New Property,sector 70,flat,730.0,0,0,semifurnished,semi_luxrious
2113,1.3,5.0,5.0,2,low floor,Old Property,sector 21,flat,2200.0,1,0,semifurnished,normal
2114,0.4,2.0,2.0,1,low floor,Relatively New,near pataudi chowk,flat,600.0,0,0,unfurnished,low
2115,1.45,2.0,2.0,3,high floor,Relatively New,sector 79,flat,1420.0,0,0,unfurnished,semi_luxrious
2116,6.75,4.0,4.0,0,mid floor,Moderately Old,sector 50,flat,3395.031,0,0,unfurnished,low
2117,1.25,3.0,3.0,3,low floor,Relatively New,sector 37,flat,2055.0,0,0,unfurnished,low
2118,4.49,4.0,4.0,3+,low floor,New Property,sector 63,flat,350.0,0,0,semifurnished,semi_luxrious
2119,6.0,4.0,4.0,2,low floor,Moderately Old,sector 43,flat,2400.0,1,0,semifurnished,normal
2120,1.53,3.0,3.0,3,low floor,New Property,sector 2,flat,1430.0,0,0,semifurnished,luxrious
2121,0.7,3.0,2.0,2,low floor,Relatively New,sector 92,flat,1326.0,0,0,unfurnished,normal
2122,0.39,2.0,2.0,0,mid floor,Relatively New,sector 84,flat,500.0,0,0,unfurnished,low
2123,0.56,2.0,2.0,3,low floor,New Property,sohna road,flat,822.0,0,0,unfurnished,semi_luxrious
2124,6.75,4.0,4.0,2,mid floor,New Property,sector 59,flat,1855.0,1,0,unfurnished,normal
2125,0.99,3.0,2.0,3,low floor,Relatively New,sector 92,flat,1091.029,0,0,unfurnished,low
2126,1.4,2.0,2.0,3,high floor,Relatively New,sector 85,flat,900.0,0,0,unfurnished,normal
2127,0.6,2.0,2.0,2,high floor,New Property,sector 67,flat,560.0,0,0,unfurnished,low
2128,1.35,3.0,2.0,2,high floor,New Property,sector 104,flat,861.9731119999999,0,0,unfurnished,normal
2129,1.2,3.0,3.0,0,high floor,Relatively New,sohna road,flat,1779.887,0,0,unfurnished,semi_luxrious
2130,0.71,2.0,2.0,0,mid floor,Under Construction,sector 79,flat,1285.766,0,0,unfurnished,low
2131,0.58,2.0,2.0,2,low floor,Old Property,sector 3,flat,744.0,0,0,unfurnished,semi_luxrious
2132,1.14,3.0,3.0,2,low floor,New Property,sector 89,flat,1423.0,0,0,unfurnished,semi_luxrious
2133,1.69,3.0,3.0,3+,mid floor,Relatively New,sector 103,flat,1476.0,0,0,unfurnished,normal
2134,0.48,2.0,2.0,2,high floor,Relatively New,sohna road,flat,879.2,0,0,unfurnished,normal
2135,1.99,2.0,2.0,2,high floor,New Property,sector 102,flat,963.0,0,0,unfurnished,luxrious
2136,2.5,4.0,4.0,3+,low floor,Old Property,Cyber City,flat,2800.0,1,1,semifurnished,low
2137,0.75,2.0,2.0,2,mid floor,Moderately Old,sector 81,flat,1257.0,0,0,unfurnished,normal
2138,2.5,3.0,3.0,3+,mid floor,Relatively New,sector 79,flat,1800.0,0,0,unfurnished,low
2139,0.58,2.0,2.0,2,low floor,Relatively New,sohna road,flat,600.0,0,0,unfurnished,semi_luxrious
2140,0.64,2.0,2.0,1,low floor,New Property,sector 86,flat,1359.966,0,0,unfurnished,semi_luxrious
2141,2.5,3.0,4.0,3,low floor,Relatively New,sector 32,flat,2134.016,0,0,unfurnished,low
2142,1.2,3.0,3.0,3,high floor,Relatively New,sector 77,flat,1200.0,0,0,unfurnished,normal
2143,0.93,3.0,3.0,3,mid floor,Relatively New,sector 85,flat,1250.0,0,0,unfurnished,low
2144,0.8,2.0,2.0,3+,high floor,New Property,sector 68,flat,1180.115,0,0,semifurnished,low
2145,0.31,1.0,1.0,1,high floor,Relatively New,sector 81,flat,417.0,0,0,furnished,luxrious
2146,0.8,3.0,2.0,1,low floor,Relatively New,sector 7,flat,990.0,0,0,semifurnished,semi_luxrious
2147,0.7,2.0,2.0,1,high floor,New Property,sector 67,flat,591.0,0,0,unfurnished,normal
2148,1.5,4.0,3.0,3+,mid floor,Moderately Old,sector 9,flat,1850.0,0,0,unfurnished,normal
2149,0.4,1.0,1.0,1,low floor,Relatively New,sector 36,flat,392.0,0,0,unfurnished,normal
2150,1.1,3.0,1.0,0,groundfloor,New Property,sector 89,flat,1103.089,0,0,unfurnished,normal
2151,0.5,2.0,2.0,0,mid floor,Relatively New,sector 103,flat,605.0,0,0,unfurnished,low
2152,1.35,3.0,2.0,2,low floor,New Property,sector 33,flat,1300.0,0,0,unfurnished,semi_luxrious
2153,1.7,3.0,4.0,3,low floor,Moderately Old,sector 51,flat,1596.0,0,1,unfurnished,semi_luxrious
2154,0.72,2.0,2.0,2,high floor,Relatively New,sector 99,flat,706.0,0,0,unfurnished,normal
2155,0.35,2.0,2.0,2,low floor,Relatively New,sector 84,flat,483.0,0,0,unfurnished,normal
2156,0.6,2.0,2.0,1,groundfloor,New Property,sector 12,flat,720.0,0,1,furnished,low
2157,1.2,2.0,2.0,3,low floor,Relatively New,sector 68,flat,750.0,0,0,furnished,semi_luxrious
2158,0.5,2.0,2.0,2,mid floor,Relatively New,sector 103,flat,605.0,0,0,unfurnished,low
2159,0.47,1.0,1.0,1,low floor,Old Property,sector 56,flat,605.0,0,0,semifurnished,normal
2160,5.0,3.0,4.0,3,mid floor,Old Property,sector 53,flat,2900.0,1,0,semifurnished,low
2161,1.7,2.0,2.0,2,mid floor,Relatively New,sector 66,flat,948.0,0,0,unfurnished,semi_luxrious
2162,0.95,3.0,3.0,3+,groundfloor,New Property,sector 37,flat,1500.0,0,0,unfurnished,normal
2163,2.2,3.0,3.0,1,mid floor,Relatively New,sector 86,flat,1544.0,0,1,furnished,semi_luxrious
2164,0.83,2.0,2.0,3,low floor,Relatively New,sector 81,flat,565.0,0,0,unfurnished,normal
2165,1.25,4.0,4.0,3,high floor,Relatively New,sector 93,flat,1700.0,0,0,unfurnished,low
2166,0.84,2.0,2.0,2,mid floor,New Property,sector 68,flat,1179.941,0,0,unfurnished,low
2167,3.2,4.0,3.0,2,low floor,Relatively New,sector 65,flat,1750.0,1,0,unfurnished,low
2168,1.75,4.0,5.0,3+,low floor,Relatively New,sector 82,flat,1960.0,0,0,unfurnished,normal
2169,0.35,2.0,2.0,1,low floor,New Property,sohna road,flat,629.0,0,0,unfurnished,semi_luxrious
2170,3.9,3.0,3.0,0,high floor,Relatively New,sector 106,flat,2450.057,0,0,unfurnished,semi_luxrious
2171,3.45,3.0,3.0,3,high floor,Moderately Old,sector 48,flat,1869.007,0,0,unfurnished,low
2172,2.35,4.0,4.0,3+,mid floor,Moderately Old,sector 70,flat,2400.0,1,0,unfurnished,semi_luxrious
2173,1.5,3.0,3.0,3,mid floor,Under Construction,sector 89,flat,1450.0,0,0,unfurnished,semi_luxrious
2174,1.34,2.0,2.0,3+,high floor,New Property,sector 70,flat,1043.2,0,0,semifurnished,semi_luxrious
2175,3.4,4.0,5.0,3,low floor,Relatively New,sector 110,flat,2720.0,1,0,unfurnished,semi_luxrious
2176,1.8,3.0,3.0,3,high floor,Relatively New,sector 69,flat,1704.0,0,0,unfurnished,normal
2177,1.1,4.0,3.0,2,high floor,New Property,sector 92,flat,1600.0,0,0,unfurnished,low
2178,0.97,2.0,2.0,3+,low floor,New Property,sector 89,flat,1103.025,0,0,unfurnished,normal
2179,3.25,3.0,3.0,3,low floor,New Property,sector 63,flat,1100.0,0,0,unfurnished,normal
2180,2.55,3.0,3.0,2,low floor,New Property,sector 61,flat,1630.0,0,0,unfurnished,normal
2181,0.61,3.0,2.0,2,mid floor,Under Construction,sector 92,flat,1008.8,0,0,unfurnished,low
2182,1.9,3.0,3.0,3,mid floor,Relatively New,sector 72,flat,1975.052,0,0,unfurnished,low
2183,0.75,2.0,2.0,0,low floor,Relatively New,sohna road,flat,1081.003,0,0,unfurnished,semi_luxrious
2184,1.35,3.0,3.0,3,low floor,New Property,sohna road,flat,2200.0,1,0,unfurnished,semi_luxrious
2185,1.65,3.0,3.0,2,low floor,Relatively New,sector 69,flat,1859.784,0,0,semifurnished,semi_luxrious
2186,1.5,3.0,2.0,3+,high floor,Relatively New,sector 37,flat,1216.0,0,0,unfurnished,normal
2187,1.9,3.0,3.0,3,mid floor,Moderately Old,sector 72,flat,1580.0,1,0,semifurnished,normal
2188,15.0,5.0,6.0,3+,high floor,Relatively New,sector 48,flat,6700.0,1,1,furnished,normal
2189,1.6,3.0,3.0,3,low floor,New Property,ATS Marigold,flat,1400.0,0,0,unfurnished,normal
2190,3.9,4.0,5.0,3+,mid floor,Relatively New,sector 111,flat,3000.0,1,0,furnished,luxrious
2191,0.46,2.0,2.0,2,low floor,Relatively New,sohna road,flat,700.0,0,0,furnished,semi_luxrious
2192,0.32,2.0,2.0,1,low floor,Relatively New,sector 4,flat,950.0,0,0,semifurnished,low
2193,0.42,2.0,2.0,1,high floor,Relatively New,sohna road,flat,585.448521,0,0,unfurnished,normal
2194,7.8,4.0,4.0,0,mid floor,Relatively New,sector 63,flat,3949.967,0,0,unfurnished,semi_luxrious
2195,0.95,3.0,3.0,3,high floor,Old Property,sector 2,flat,1600.0,0,0,unfurnished,normal
2196,3.45,4.0,4.0,3+,low floor,Moderately Old,sector 48,flat,2700.0,0,0,unfurnished,low
2197,1.1,3.0,2.0,2,mid floor,Relatively New,sector 70,flat,1080.0,0,0,unfurnished,low
2198,0.85,3.0,2.0,2,mid floor,Moderately Old,sector 1,flat,1332.8000000000002,0,0,unfurnished,low
2199,0.95,2.0,2.0,2,mid floor,Relatively New,sector 91,flat,1048.0,0,0,unfurnished,semi_luxrious
2200,0.75,3.0,2.0,2,mid floor,Moderately Old,sector 1,flat,1328.0,0,0,unfurnished,low
2201,0.75,2.0,2.0,2,mid floor,Moderately Old,sector 89,flat,912.0,0,0,unfurnished,low
2202,1.4,3.0,3.0,2,mid floor,Relatively New,sector 83,flat,1388.0,0,0,semifurnished,semi_luxrious
2203,2.45,3.0,4.0,2,low floor,Old Property,sector 47,flat,2290.0,0,0,semifurnished,normal
2204,1.0,2.0,2.0,3,high floor,New Property,sector 68,flat,1180.0,0,0,unfurnished,normal
2205,1.25,3.0,3.0,2,low floor,New Property,sector 89,flat,1423.0,0,0,unfurnished,normal
2206,2.6,4.0,4.0,3+,low floor,Moderately Old,sector 69,flat,1920.0,1,0,unfurnished,normal
2207,1.6,3.0,3.0,3+,low floor,Moderately Old,sector 15,flat,1450.0,0,1,unfurnished,normal
2208,1.1,3.0,2.0,3,low floor,New Property,sector 89,flat,1320.0,0,0,unfurnished,low
2209,1.0,2.0,3.0,0,low floor,Moderately Old,sector 2,flat,1000.0,0,0,unfurnished,low
2210,3.65,3.0,3.0,2,high floor,New Property,sector 36,flat,2030.4,0,0,unfurnished,normal
2211,1.4,3.0,3.0,2,low floor,Moderately Old,sector 71,flat,1762.0,0,1,semifurnished,luxrious
2212,2.6,3.0,3.0,2,low floor,New Property,sector 61,flat,1304.0,0,0,unfurnished,normal
2213,1.6,2.0,2.0,2,high floor,New Property,sector 74,flat,1124.8,0,0,unfurnished,low
2214,0.75,2.0,2.0,2,high floor,Moderately Old,sector 2,flat,960.0,0,1,unfurnished,semi_luxrious
2215,0.75,2.0,2.0,2,low floor,Relatively New,sector 83,flat,1060.0,0,0,semifurnished,normal
2216,3.9,3.0,4.0,3,low floor,Relatively New,sector 66,flat,2092.724,0,0,unfurnished,low
2217,1.0,1.0,1.0,1,mid floor,Moderately Old,sector 71,flat,435.0,0,0,unfurnished,semi_luxrious
2218,0.7,2.0,2.0,3,low floor,Relatively New,sector 108,flat,1200.0,0,0,unfurnished,low
