society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
m3m capital,2.87,12489.0,4.0,4.0,3+,3.0,Under Construction,sector 113,flat,2298.0,0,1,0,0,0,2,65
godrej nature plus,1.2,14379.0,2.0,2.0,3,1.0,New Property,sector 33,flat,77.53,0,0,0,0,0,2,65
tulip lemon,0.6,10000.0,2.0,1.0,1,12.0,Relatively New,sector 69,flat,600.0,0,0,0,0,0,2,23
shree vardhman victoria,1.8,9230.0,3.0,5.0,3,0.0,New Property,sector 70,flat,1950.0,0,0,0,0,0,2,72
signature global synera,0.48,8026.0,2.0,2.0,1,14.0,Relatively New,sector 81,flat,498.0,0,0,0,0,0,0,14
sahara grace,4.3,12420.0,3.0,4.0,3,5.0,Old Property,sector 28,flat,2769.5945256,0,1,1,0,0,2,24
smart world gems,0.9,8159.0,2.0,2.0,2,3.0,New Property,sector 89,flat,882.4000000000001,1,0,0,0,1,2,95
aipl peaceful homes,2.75,12791.0,3.0,3.0,3+,14.0,Relatively New,sector 70a,flat,2149.949,0,0,0,0,0,2,0
bptp astaire gardens,1.2,7058.0,3.0,3.0,3+,2.0,Relatively New,sector 70a,flat,1360.0,0,0,0,0,0,1,38
viridian the plaza 106,0.46,6571.0,1.0,1.0,1,18.0,New Property,sector 106,flat,700.0,0,0,0,0,0,2,104
signature global city,1.1,8494.0,3.0,3.0,2,2.0,Relatively New,sector 37d,flat,1295.0,0,0,0,0,0,2,36
pareena mi casa,1.15,9236.0,2.0,2.0,3,8.0,New Property,sector 68,flat,996.0,0,0,0,0,0,2,49
huda housing board society,0.45,9745.0,1.0,1.0,0,0.0,Moderately Old,sector 52,flat,461.77131,0,0,0,1,0,0,43
signature the serenas,0.45,8474.0,2.0,2.0,1,10.0,New Property,sohna road,flat,531.0,0,0,0,0,0,2,23
signature global orchard avenue,0.4,5479.0,2.0,2.0,0,0.0,Relatively New,sector 93,flat,730.06,0,0,0,0,0,2,0
trisara our homes 3,0.4,4478.0,2.0,2.0,2,1.0,Relatively New,sohna road,flat,602.0,0,0,0,0,0,2,0
m3m heights,2.25,13608.0,2.0,2.0,3,5.0,Relatively New,sector 65,flat,1433.0,0,0,0,0,0,2,48
adani brahma samsara vilasa,3.4,10000.0,3.0,3.0,3+,1.0,New Property,sector 63,flat,2720.0,0,0,0,0,0,2,99
vatika independent floors,1.45,8056.0,4.0,3.0,0,1.0,Relatively New,sector 82,flat,1799.901,0,0,0,0,0,2,50
tulip violet,1.2,10909.0,2.0,3.0,0,0.0,Relatively New,sector 69,flat,1100.009,0,0,0,0,0,2,54
m3m heights,1.9,15000.0,2.0,2.0,3,4.0,Under Construction,sector 65,flat,1008.8000000000001,0,0,0,0,0,2,54
godrej icon,1.65,9041.0,3.0,3.0,3,12.0,New Property,sector 88a,flat,1460.0,0,0,0,0,0,2,60
m3m skywalk,2.7,13379.0,3.0,3.0,3,13.0,New Property,sector 74,flat,1614.4,0,0,1,0,0,2,92
signature global park,0.54,6388.0,2.0,2.0,3,4.0,New Property,sohna road,flat,528.292212,0,0,0,0,0,2,44
hcbs sports ville,0.22,3142.0,1.0,1.0,1,1.0,New Property,sohna road,flat,700.0,0,0,0,0,0,2,86
gls arawali homes,0.29,6035.0,2.0,2.0,2,9.0,Relatively New,sohna road,flat,480.500496,0,0,0,0,0,2,55
global hill view,0.33,4271.0,2.0,2.0,0,11.0,Relatively New,sector 11,flat,772.653,0,0,0,0,0,2,0
zara aavaas,0.2,6645.0,1.0,1.0,1,3.0,Relatively New,sector 104,flat,300.978,0,0,0,0,0,2,67
chintamani,1.57,8509.0,3.0,3.0,3,1.0,Relatively New,sector 103,flat,1350.0,0,0,0,0,0,2,0
signature global city,0.8,8421.0,2.0,2.0,2,2.0,Relatively New,sector 37d,flat,760.0,0,0,0,0,0,2,42
signature global city 37d ph 2,1.35,9375.0,3.0,3.0,3+,3.0,Relatively New,sector 37d,flat,1440.0,0,0,0,1,0,2,51
tulip violet,2.0,10167.0,4.0,4.0,1,12.0,Relatively New,sector 69,flat,1967.0,0,0,0,0,0,2,79
signature global park,0.87,7190.0,3.0,2.0,3,4.0,Relatively New,sohna road,flat,870.0,0,0,0,0,0,2,58
eldeco accolade,0.78,6170.0,2.0,2.0,2,3.0,Relatively New,sohna road,flat,1011.2,0,0,0,0,0,2,72
chd avenue,0.95,7929.0,2.0,2.0,2,5.0,Moderately Old,sector 71,flat,958.4000000000001,0,0,0,0,0,0,142
raheja navodaya,1.1,4681.0,3.0,2.0,3,0.0,Relatively New,sector 92,flat,1850.0,0,0,0,0,0,2,0
birla navya,3.3,15348.0,3.0,3.0,3,4.0,Relatively New,sector 63a,flat,1200.0,0,1,0,0,0,2,52
housing board colony,0.3,4630.0,1.0,1.0,0,0.0,Moderately Old,sector 51,flat,72.0,1,0,0,0,0,2,15
central park flower valley aqua front towers,2.96,13870.0,4.0,4.0,3,1.0,New Property,sector 33,flat,2134.0,0,1,0,0,0,0,24
sare green parc phase 3,0.79,6086.0,3.0,2.0,2,15.0,New Property,sector 92,flat,1038.4,0,0,0,0,0,2,29
sare crescent parc royal greens phase 1,0.79,6086.0,3.0,2.0,2,15.0,New Property,sector 92,flat,1038.4,0,0,0,0,0,2,25
godrej nature plus,1.7,12592.0,3.0,3.0,3+,6.0,New Property,sector 33,flat,1350.0,0,1,0,0,0,2,38
godrej oasis,1.4,7567.0,3.0,3.0,3+,4.0,Relatively New,sector 88a,flat,1480.0,0,0,0,0,0,0,38
sare homes,0.58,4098.0,3.0,3.0,3,3.0,New Property,sector 92,flat,1132.0,0,0,0,0,0,2,54
aqua front towers,2.5,11715.0,3.0,4.0,3+,1.0,Relatively New,sector 32,flat,1162.0,0,0,0,0,0,2,0
bestech altura,2.55,9532.0,4.0,5.0,2,4.0,New Property,sector 79,flat,2675.199,0,1,0,0,0,2,44
hero homes,1.9,11249.0,3.0,3.0,3,16.0,Relatively New,sector 104,flat,1082.0,0,0,0,1,0,0,103
m3m sierra 68,1.25,10245.0,2.0,2.0,3,4.0,New Property,sector 68,flat,694.0,0,0,0,0,0,2,44
indiabulls centrum park,1.65,8250.0,3.0,3.0,3+,15.0,Relatively New,sector 103,flat,1400.0,1,0,0,0,0,2,38
sare green parc 2,0.75,4745.0,3.0,3.0,3,2.0,Relatively New,sector 92,flat,1350.0,0,0,0,0,1,0,49
dlf express greens,1.6,6808.0,4.0,6.0,3+,4.0,Relatively New,sector 1,flat,2350.0,1,1,0,1,0,2,49
m3m woodshire,1.15,7496.0,2.0,2.0,3,0.0,Relatively New,sector 107,flat,1056.0,1,0,0,0,0,2,29
hero homes,1.4,15826.0,3.0,2.0,2,4.0,Relatively New,sector 104,flat,884.577302,0,0,0,0,0,2,49
vipul lavanya,1.28,7174.0,3.0,3.0,3,1.0,Moderately Old,sector 81,flat,1784.0,0,1,0,1,0,0,49
signature global park,0.75,6938.0,3.0,2.0,3+,4.0,New Property,sohna road,flat,1081.0,0,0,0,0,0,2,101
suncity vatsal valley,1.0,13340.0,2.0,2.0,2,3.0,New Property,sector 2,flat,750.0,0,0,0,0,0,0,13
signature global superbia,0.4,6728.0,2.0,2.0,3,2.0,New Property,sector 95,flat,594.490197,0,0,0,0,0,2,0
shree vardhman victoria,1.75,8974.0,3.0,4.0,2,16.0,Relatively New,sector 70,flat,1950.078,0,1,0,1,0,2,49
m3m heights,2.1,16653.0,2.0,2.0,3,8.0,New Property,sector 65,flat,800.0,0,0,0,0,0,2,31
smart world orchard,2.5,16139.0,3.0,3.0,1,1.0,New Property,sector 61,flat,1549.043,0,0,0,0,0,2,61
karmyogi apartment,2.3,6467.0,6.0,4.0,2,6.0,Moderately Old,sector 10a,flat,3556.0,0,0,0,0,0,2,0
emaar palm gardens,1.8,9474.0,3.0,4.0,0,9.0,Relatively New,sector 83,flat,1899.937,0,0,0,0,0,2,55
smart world orchard,2.0,12911.0,3.0,3.0,2,3.0,New Property,sector 61,flat,1549.0,0,0,0,0,1,2,61
supertech araville,1.0,6535.0,2.0,2.0,3,4.0,Relatively New,sector 79,flat,1530.0,1,0,0,0,0,2,24
orris aster court,0.9,5671.0,3.0,3.0,3,8.0,Relatively New,sector 85,flat,1269.6000000000001,0,0,0,0,0,2,49
dlf beverly park,8.0,15384.0,5.0,5.0,3+,2.0,Old Property,sector 25,flat,5200.0,1,1,0,1,1,1,26
aipl club residences,0.95,10215.0,2.0,2.0,1,11.0,New Property,sector 70a,flat,730.0,0,0,0,0,0,0,103
surya vihar rwa,1.3,6500.0,5.0,5.0,2,2.0,Old Property,sector 21,flat,2200.0,1,1,1,0,0,0,42
floor type society,0.4,6666.0,2.0,2.0,1,1.0,Relatively New,near pataudi chowk,flat,600.0,0,0,0,0,0,2,7
m3m golf hills,1.45,10211.0,2.0,2.0,3,15.0,Relatively New,sector 79,flat,1420.0,0,0,0,0,0,2,67
elevate,6.75,19882.0,4.0,4.0,0,10.0,Moderately Old,sector 50,flat,3395.031,0,0,0,0,0,2,0
signature global city,1.25,6082.0,3.0,3.0,3,4.0,Relatively New,sector 37d,flat,2055.0,0,0,0,0,0,2,16
adani brahma samsara vilasa,4.49,14254.0,4.0,4.0,3+,3.0,New Property,sector 63,flat,350.0,0,0,0,0,0,0,96
dlf the grove,6.0,25000.0,4.0,4.0,2,1.0,Old Property,sector 43,flat,2400.0,0,1,0,0,0,0,49
suncity vatsal valley,1.53,10699.0,3.0,3.0,3,2.0,New Property,sector 2,flat,1430.0,0,0,0,0,0,0,117
sare green parc phase 3,0.7,5279.0,3.0,2.0,2,4.0,Relatively New,sector 92,flat,1326.0,0,0,0,0,0,2,56
pivotal devaan apartments,0.39,6500.0,2.0,2.0,0,5.0,Relatively New,sector 84,flat,500.0,0,0,0,0,0,2,0
signature global park,0.56,6812.0,2.0,2.0,3,3.0,New Property,sohna road,flat,822.0,0,0,0,0,0,2,81
conscient elevate,6.75,19882.0,4.0,4.0,2,10.0,New Property,sector 59,flat,1855.0,0,1,0,0,0,2,31
signature global city 92,0.99,9074.0,3.0,2.0,3,1.0,Relatively New,sector 92,flat,1091.029,0,0,0,0,0,2,24
godrej air,1.4,10000.0,2.0,2.0,3,23.0,Relatively New,sector 85,flat,900.0,0,0,0,0,0,2,44
pyramid urban,0.6,8571.0,2.0,2.0,2,14.0,New Property,sector 67a,flat,560.0,0,0,0,0,0,2,15
hero homes,1.35,9565.0,3.0,2.0,2,18.0,New Property,sector 104,flat,861.9731119999999,0,0,0,0,0,2,49
central park flower valley,1.2,6742.0,3.0,3.0,0,11.0,Relatively New,sohna road,flat,1779.887,0,0,0,0,0,2,66
supertech araville,0.71,5522.0,2.0,2.0,0,9.0,Under Construction,sector 79,flat,1285.766,0,0,0,0,0,2,0
apna enclave,0.58,6105.0,2.0,2.0,2,2.0,Old Property,sector 3,flat,744.0,0,0,0,0,0,2,66
m3m soulitude,1.14,8000.0,3.0,3.0,2,2.0,New Property,sector 89,flat,1423.0,1,0,0,0,0,2,77
on request,1.69,9146.0,3.0,3.0,3+,8.0,Relatively New,sector 103,flat,1476.0,0,0,0,0,0,2,49
raheja maheshwara,0.48,4367.0,2.0,2.0,2,11.0,Relatively New,sohna road,flat,879.2,0,0,0,0,0,2,45
shapoorji pallonji joyville gurugram,1.99,20664.0,2.0,2.0,2,14.0,New Property,sector 102,flat,963.0,0,0,0,0,0,2,152
dlf 3 apartment,2.5,7142.0,4.0,4.0,3+,2.0,Old Property,cyber city,flat,2800.0,1,1,0,1,0,0,16
vipul lavanya,0.75,5966.0,2.0,2.0,2,7.0,Moderately Old,sector 81,flat,1257.0,0,0,0,0,0,2,37
godrej,2.5,11141.0,3.0,3.0,3+,5.0,Relatively New,sector 79,flat,1800.0,0,0,0,0,0,2,0
signature global park,0.58,7056.0,2.0,2.0,2,3.0,Relatively New,sohna road,flat,600.0,0,0,0,0,0,2,58
ansal heights 86,0.64,4706.0,2.0,2.0,1,3.0,New Property,sector 86,flat,1359.966,0,0,0,0,0,2,73
aqua front towers,2.5,11715.0,3.0,4.0,3,1.0,Relatively New,sector 32,flat,2134.016,0,0,0,0,0,2,0
umang winter hills,1.2,6586.0,3.0,3.0,3,14.0,Relatively New,sector 77,flat,1200.0,0,0,0,0,0,2,46
orris aster court,0.93,5671.0,3.0,3.0,3,8.0,Relatively New,sector 85,flat,1250.0,0,0,0,0,0,2,0
supertech hues,0.8,6779.0,2.0,2.0,3+,14.0,New Property,sector 68,flat,1180.115,0,0,0,0,0,0,26
signature global synera,0.31,7434.0,1.0,1.0,1,13.0,Relatively New,sector 81,flat,417.0,0,0,0,0,0,1,123
"new colony, gurgaon",0.8,8100.0,3.0,2.0,1,4.0,Relatively New,sector 7,flat,990.0,0,0,0,0,0,0,69
pyramid urban,0.7,11844.0,2.0,2.0,1,14.0,New Property,sector 67a,flat,591.0,0,0,0,0,0,2,44
oriental valley chs,1.5,8108.0,4.0,3.0,3+,8.0,Moderately Old,sector 9a,flat,1850.0,0,0,0,0,0,2,35
avl 36 gurgaon,0.4,10204.0,1.0,1.0,1,4.0,Relatively New,sector 36a,flat,392.0,0,0,0,0,0,2,35
smart world gems,1.1,9972.0,3.0,1.0,0,0.0,New Property,sector 89,flat,1103.089,0,0,0,0,0,2,45
signature global grand iva,0.5,6667.0,2.0,2.0,0,10.0,Relatively New,sector 103,flat,605.0,0,0,0,0,0,2,0
central park flower valley,1.35,10384.0,3.0,2.0,2,3.0,New Property,sector 33,flat,1300.0,0,0,0,0,0,2,87
orchid island,1.7,10651.0,3.0,4.0,3,2.0,Moderately Old,sector 51,flat,1596.0,0,0,1,1,0,2,90
pivotal riddhi siddhi,0.72,947.0,2.0,2.0,2,12.0,Relatively New,sector 99,flat,706.0,0,0,1,0,0,2,31
pivotal devaan,0.35,7246.0,2.0,2.0,2,4.0,Relatively New,sector 84,flat,483.0,0,0,0,0,0,2,37
511 sarahah tower,0.6,8333.0,2.0,2.0,1,0.0,New Property,sector 12,flat,720.0,0,0,0,1,0,1,0
m3m sierra 68,1.2,9000.0,2.0,2.0,3,1.0,Relatively New,sector 68,flat,750.0,0,0,0,0,0,1,76
signature global grand iva,0.5,6250.0,2.0,2.0,2,10.0,Relatively New,sector 103,flat,605.0,0,0,0,0,0,2,8
kendriya vihar,0.47,7768.0,1.0,1.0,1,3.0,Old Property,sector 56,flat,605.0,0,0,0,0,0,0,52
parsvnath exotica,5.0,17241.0,3.0,4.0,3,7.0,Old Property,sector 53,flat,2900.0,0,1,0,0,0,0,24
emaar mgf palm studios,1.7,13502.0,2.0,2.0,2,7.0,Relatively New,sector 66,flat,948.0,0,0,0,0,1,2,99
ild greens,0.95,5066.0,3.0,3.0,3+,0.0,New Property,sector 37c,flat,1500.0,0,0,0,0,0,2,51
dlf the skycourt,2.2,11500.0,3.0,3.0,1,7.0,Relatively New,sector 86,flat,1544.0,0,0,0,1,0,1,77
signature global city 81,0.83,8639.0,2.0,2.0,3,2.0,Relatively New,sector 81,flat,565.0,0,0,0,0,0,2,53
spaze privvy the address,1.25,5701.0,4.0,4.0,3,16.0,Relatively New,sector 93,flat,1700.0,0,0,0,0,0,2,0
supertech new soft launch,0.84,7119.0,2.0,2.0,2,7.0,New Property,sector 68,flat,1179.941,0,0,0,0,0,2,0
emaar mgf emerald floors,3.2,10159.0,4.0,3.0,2,1.0,Relatively New,sector 65,flat,1750.0,0,1,0,0,0,2,0
mapsko casa bella,1.75,6903.0,4.0,5.0,3+,1.0,Relatively New,sector 82,flat,1960.0,0,0,0,0,0,2,54
trisara our homes 3,0.35,5564.0,2.0,2.0,1,2.0,New Property,sohna road,flat,629.0,0,0,0,0,0,2,74
elan the presidential,3.9,15918.0,3.0,3.0,0,20.0,Relatively New,sector 106,flat,2450.057,0,0,0,0,0,2,66
belgravia resort residences,3.45,18459.0,3.0,3.0,3,14.0,Moderately Old,sector 48,flat,1869.007,0,0,0,0,0,2,0
tulip ivory,2.35,9791.0,4.0,4.0,3+,8.0,Moderately Old,sector 70,flat,2400.0,0,1,0,0,0,2,108
ats marigold,1.5,8500.0,3.0,3.0,3,5.0,Under Construction,sector 89,flat,1450.0,0,0,0,0,0,2,96
aipl zen residences,1.34,10276.0,2.0,2.0,3+,17.0,New Property,sector 70a,flat,1043.2,0,0,0,0,0,0,110
indiabulls enigma,3.4,10000.0,4.0,5.0,3,3.0,Relatively New,sector 110,flat,2720.0,0,1,1,0,0,2,90
tulip yellow,1.8,10563.0,3.0,3.0,3,14.0,Relatively New,sector 69,flat,1704.0,0,0,0,0,0,2,49
sare green parc phase 3,1.1,6875.0,4.0,3.0,2,12.0,New Property,sector 92,flat,1600.0,0,0,0,0,0,2,15
smart world gems,0.97,8794.0,2.0,2.0,3+,2.0,New Property,sector 89,flat,1103.025,0,0,0,0,0,2,49
adani brahma samsara vilasa,3.25,29545.0,3.0,3.0,3,4.0,New Property,sector 63,flat,1100.0,0,0,0,0,1,2,41
smart world orchard,2.55,15644.0,3.0,3.0,2,4.0,New Property,sector 61,flat,1630.0,0,0,0,0,1,2,30
sare green parc 2,0.61,4837.0,3.0,2.0,2,6.0,Under Construction,sector 92,flat,1008.8000000000001,0,0,0,0,1,2,0
spaze privy,1.9,9620.0,3.0,3.0,3,10.0,Relatively New,sector 72,flat,1975.052,0,0,0,0,0,2,0
signature global park,0.75,6938.0,2.0,2.0,0,1.0,Relatively New,sohna road,flat,1081.003,0,0,0,0,0,2,58
eldeco accolade,1.35,6136.0,3.0,3.0,3,2.0,New Property,sohna road,flat,2200.0,0,1,0,0,0,2,72
tulip violet,1.65,8872.0,3.0,3.0,2,1.0,Relatively New,sector 69,flat,1859.784,0,0,0,0,0,0,69
bptp park generations,1.5,9868.0,3.0,2.0,3+,17.0,Relatively New,sector 37d,flat,1216.0,0,0,0,0,0,2,42
spaze privy,1.9,9620.0,3.0,3.0,3,10.0,Moderately Old,sector 72,flat,1580.0,0,1,0,0,0,0,31
central park resorts,15.0,22388.0,5.0,6.0,3+,17.0,Relatively New,sector 48,flat,6700.0,1,1,0,1,0,1,45
ats marigold,1.6,9142.0,3.0,3.0,3,4.0,New Property,ats marigold,flat,1400.0,0,0,0,0,0,2,33
puri diplomatic greens,3.9,13000.0,4.0,5.0,3+,6.0,Relatively New,sector 111,flat,3000.0,0,1,0,0,0,1,160
breez global heights,0.46,4842.0,2.0,2.0,2,4.0,Relatively New,sohna road,flat,700.0,0,0,0,0,0,1,93
shri ram apartments,0.32,3368.0,2.0,2.0,1,4.0,Relatively New,sector 4,flat,950.0,0,0,0,0,0,0,7
breez global hill view,0.42,7174.0,2.0,2.0,1,18.0,Relatively New,sohna road,flat,585.448521,0,0,0,0,0,2,44
dlf the arbour,7.8,19747.0,4.0,4.0,0,6.0,New Property,sector 63,flat,3949.967,0,0,0,0,0,2,61
bsf chs,0.95,5937.0,3.0,3.0,3,13.0,Old Property,sector 2,flat,1600.0,0,0,0,0,0,2,37
kibithu villas,3.45,12777.0,4.0,4.0,3+,2.0,Moderately Old,sector 48,flat,2700.0,0,0,0,0,0,2,0
tulip orange,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,sector 70,flat,1080.0,0,0,0,0,0,2,0
hsiidc sidco shivalik apartments,0.85,5102.0,3.0,2.0,2,5.0,Moderately Old,sector 1,flat,1332.8000000000002,0,0,0,0,0,2,0
tarc maceo,0.95,5954.0,2.0,2.0,2,10.0,Relatively New,sector 91,flat,1048.0,0,0,0,0,0,2,77
dnha group housing society,0.75,4518.0,3.0,2.0,2,5.0,Moderately Old,sector 1,flat,1328.0,0,0,0,0,0,2,0
nbcc heights,0.75,6578.0,2.0,2.0,2,6.0,Moderately Old,sector 89,flat,912.0,0,0,0,0,0,2,0
vatika gurgaon,1.4,6628.0,3.0,3.0,2,7.0,Relatively New,sector 83,flat,1388.0,0,0,0,0,0,0,74
malibu towers,2.45,10698.0,3.0,4.0,2,1.0,Old Property,sector 47,flat,2290.0,1,0,0,0,0,0,42
supertech hues,1.0,8474.0,2.0,2.0,3,23.0,New Property,sector 68,flat,1180.0,0,0,0,0,0,2,49
m3m soulitude,1.25,8784.0,3.0,3.0,2,3.0,New Property,sector 89,flat,1423.0,1,0,0,0,0,2,49
tulip purple,2.6,10833.0,4.0,4.0,3+,4.0,Moderately Old,sector 69,flat,1920.0,0,1,0,0,0,2,37
park view apartments,1.6,11034.0,3.0,3.0,3+,2.0,Moderately Old,sector 15,flat,1450.0,0,0,0,1,0,2,56
tulip petals,1.1,7097.0,3.0,2.0,3,4.0,New Property,sector 89,flat,1320.0,0,0,0,0,0,2,0
ansal plaza,1.0,10000.0,2.0,3.0,0,1.0,Moderately Old,sector 2,flat,1000.0,0,0,0,0,0,2,0
krisumi waterfall residences,3.65,14381.0,3.0,3.0,2,17.0,New Property,sector 36a,flat,2030.4,0,0,0,0,0,2,31
chd avenue,1.4,7945.0,3.0,3.0,2,1.0,Moderately Old,sector 71,flat,1762.0,0,0,0,1,0,0,125
smart world orchard,2.6,14723.0,3.0,3.0,2,2.0,New Property,sector 61,flat,1304.0,0,0,0,0,0,2,47
m3m skywalk,1.6,11379.0,2.0,2.0,2,28.0,New Property,sector 74,flat,1124.8,0,0,0,0,0,2,15
supertech hill town,0.75,6250.0,2.0,2.0,2,17.0,Relatively New,sector-2 sohna road,flat,960.0,1,0,0,1,1,2,83
vatika city homes,0.75,5660.0,2.0,2.0,2,3.0,Relatively New,sector 83,flat,1060.0,0,0,0,0,0,0,49
emaar the palm drive,3.9,18636.0,3.0,4.0,3,2.0,Relatively New,sector 66,flat,2092.724,0,0,0,0,0,2,0
m3m sky lofts,1.0,11500.0,1.0,1.0,1,9.0,Moderately Old,sector 71,flat,435.0,0,0,0,0,0,2,77
raheja vedaanta,0.7,4522.0,2.0,2.0,3,1.0,Relatively New,sector 108,flat,1200.0,0,0,0,0,0,2,0
ashiana anmol,0.9,7059.0,2.0,2.0,2,8.0,Relatively New,sohna road,flat,1039.0,0,0,0,0,0,2,0
sidhartha ncr one phase,0.6,4800.0,2.0,2.0,3,10.0,New Property,sector 95,flat,1250.0,0,0,0,0,0,2,0
chintels paradiso,1.97,7490.0,4.0,4.0,2,11.0,Relatively New,sector 109,flat,2104.0,0,1,0,1,0,2,49
ild grand,1.35,7142.0,3.0,3.0,0,1.0,New Property,sector 37c,flat,1890.227,0,0,0,0,0,2,60
ramprastha the edge towers,0.75,5319.0,2.0,2.0,3,19.0,Moderately Old,sector 37d,flat,1410.039,0,0,0,0,0,2,63
pioneer park,1.6,11594.0,2.0,2.0,2,21.0,Relatively New,sector 61,flat,1380.0,0,1,0,0,0,2,105
trisara our homes 3,0.4,6561.0,2.0,2.0,1,0.0,New Property,sohna road,flat,602.0,0,0,0,0,0,0,90
ashiana anmol,0.99,8215.0,2.0,2.0,2,6.0,Relatively New,sohna road,flat,900.0,0,0,0,0,0,2,49
paras dews,2.1,8917.0,4.0,6.0,3+,6.0,Relatively New,sector 106,flat,1884.0,0,1,0,0,1,2,60
umang monsoon breeze,0.69,5390.0,2.0,2.0,2,11.0,Moderately Old,sector 78,flat,1280.0,0,0,0,0,0,2,60
m3m soulitude,1.0,9066.0,2.0,2.0,2,2.0,New Property,sector 89,flat,1103.0,1,0,0,0,0,2,49
signature global park 4,0.85,11333.0,3.0,2.0,3,1.0,New Property,sector 36,flat,750.0,0,0,0,0,0,2,33
hcbs sports ville,0.32,4301.0,2.0,2.0,1,3.0,Relatively New,sohna road,flat,744.013,0,0,0,0,0,2,109
raheja the vedaanta floors,0.7,4521.0,2.0,2.0,3,1.0,Moderately Old,sector 108,flat,1548.0,0,0,0,0,0,0,0
kamal residence,0.4,7633.0,2.0,2.0,1,0.0,New Property,sohna road,flat,524.0,0,0,0,0,1,0,16
m3m soulitude,1.42,9978.0,3.0,3.0,2,3.0,New Property,sector 89,flat,1423.0,0,0,0,0,0,2,15
rof ananda,0.38,5899.0,2.0,2.0,2,5.0,Relatively New,sector 95,flat,644.111776,1,0,0,0,0,2,83
gls arawali homes,0.26,4513.0,2.0,2.0,2,4.0,Relatively New,sohna road,flat,576.0,0,0,0,0,0,2,42
avl 36 gurgaon,0.5,8333.0,1.0,1.0,1,5.0,Relatively New,sector 36a,flat,500.0,0,0,0,0,0,2,0
tata primanti,6.5,15294.0,4.0,4.0,3+,0.0,Relatively New,sector 72,flat,3400.0,1,1,0,1,0,2,67
bestech altura,1.9,9000.0,3.0,4.0,2,11.0,New Property,sector 79,flat,2150.0,0,1,0,0,0,2,49
eldeco accolade,0.85,6724.0,2.0,2.0,3,10.0,New Property,sohna road,flat,730.0,0,0,0,0,0,2,72
adarsh nagar,0.65,6190.0,3.0,3.0,1,1.0,New Property,sector 12,flat,1050.0,0,0,0,0,0,0,42
g l s arawali homes,0.26,4513.0,2.0,2.0,2,1.0,Moderately Old,sohna road,flat,460.8,0,0,0,0,0,2,0
gls arawali homes,0.35,6076.0,2.0,2.0,2,12.0,New Property,sohna road,flat,460.8,0,0,0,0,0,2,42
ild greens,1.05,7500.0,3.0,3.0,3,4.0,New Property,sector 37c,flat,1400.0,0,0,0,0,0,0,5
piedmont taksila heights,0.9,5855.0,3.0,3.0,3,9.0,Moderately Old,sector 37c,flat,1537.148,0,0,0,0,0,0,94
dlf the arbour,8.5,21519.0,4.0,4.0,0,27.0,New Property,sector 63,flat,3949.998,0,0,0,0,0,2,61
suncity avenue 76,0.75,10204.0,2.0,2.0,2,11.0,Under Construction,sector 76,flat,588.0,0,0,0,0,0,2,57
ild greens,0.79,4476.0,4.0,4.0,2,7.0,Relatively New,sector 37,flat,1764.969,0,0,0,0,0,2,51
ats marigold,1.5,8571.0,3.0,3.0,3,2.0,New Property,sector 89,flat,1750.0,0,0,0,0,1,2,49
godrej summit,1.75,7530.0,4.0,5.0,3+,1.0,New Property,sector 104,flat,2324.0,0,1,0,0,0,2,60
bestech altura,1.9,8837.0,3.0,4.0,3,11.0,Under Construction,sector 79,flat,1720.0,0,0,0,0,0,2,96
godrej nature plus serenity,1.45,8677.0,3.0,2.0,3,3.0,New Property,sector 33,flat,1336.8000000000002,0,0,0,0,0,2,49
conscient elevate,4.02,17500.0,3.0,3.0,1,3.0,Under Construction,sector 59,flat,2295.0,0,0,0,0,0,2,31
sare crescent parc royal greens phase 1,0.5,5000.0,2.0,2.0,3,2.0,Relatively New,sector 92,flat,999.0,0,0,0,0,0,2,0
emaar mgf the palm drive,3.98,18090.0,3.0,4.0,3+,2.0,Moderately Old,sector 66,flat,1760.0,0,1,0,0,0,0,123
signature global park,0.55,7355.0,2.0,2.0,3,4.0,New Property,sohna road,flat,745.0,0,0,0,0,0,2,80
godrej,1.47,16256.0,2.0,2.0,3,9.0,New Property,sector 79,flat,84.01,1,0,0,0,0,2,99
lotus homz,0.7,10057.0,2.0,2.0,2,8.0,Relatively New,sector 111,flat,696.0,0,0,0,0,0,2,68
breez global hill view,2.6,5213.0,2.0,2.0,2,6.0,New Property,sohna road,flat,554.1255719999999,0,0,0,0,0,2,42
smart world gems,1.1,9972.0,2.0,2.0,2,3.0,New Property,sector 89,flat,1103.0,0,0,1,0,0,2,77
krisumi waterfall residences,2.2,14874.0,2.0,2.0,2,23.0,New Property,sector 36a,flat,1183.2,0,0,0,0,0,2,15
rof ananda,0.55,5500.0,3.0,2.0,2,14.0,New Property,sector 95,flat,745.0,1,0,0,0,0,1,30
rof ananda,0.55,8527.0,3.0,2.0,2,14.0,New Property,sector 95,flat,645.0,1,0,0,0,0,0,81
smart world gems,1.16,8151.0,3.0,3.0,2,3.0,New Property,sector 89,flat,1423.0,1,0,0,0,0,2,68
pareena mi casa,1.1,9020.0,2.0,2.0,3,13.0,New Property,sector 68,flat,1245.0,0,0,0,0,0,2,106
